FIPS,Walkability_Index,Obesity_Rate,Fast_Food_Per_1000,Log_Fast_Food
1101,11.7060301508291,38.3,1.112896681,0.7480598406092779
1103,6.20222222218667,38.3,0.78409785,0.5789128813083937
1107,4.54385964915789,38.3,0.353660375,0.30281231215526694
1109,5.36231884052174,38.3,1.061699986,0.7235308784038728
1111,4.75925925927778,38.3,0.436300188,0.3620704933475064
1113,6.30555555572222,38.3,0.910074353,0.6471421695731042
1115,5.52136752133333,38.3,0.694299042,0.5272691107565144
1117,6.36011904765179,38.3,0.803873062,0.589936054419706
1119,4.15476190471429,38.3,0.654396713,0.5034364185069818
1121,5.48765432096296,38.3,0.66262424,0.5083972215827306
1123,5.09259259261111,38.3,0.647845924,0.4994689343981167
1125,6.81304347818261,38.3,0.849315345,0.6148154868085457
1127,5.25574712655172,38.3,0.744342208,0.5563775264216119
1131,4.52777777791667,38.3,0.391926318,0.33068862803999083
1133,5.043478261,38.3,0.510464549,0.4124172518571558
2020,10.9228971961262,32.1,0.74191469,0.5549849047856568
2050,4.38888888908333,32.1,0.325432569,0.2817388733291859
2068,6.0,32.1,1.441614628,0.892659553243396
2090,6.41666666653226,32.1,0.449550986,0.3712538436488436
2100,6.16666666666667,32.1,1.530221939,0.9283070218168993
2110,10.5434782606957,32.1,0.879148483,0.6308187396615418
2122,5.3166666667,32.1,0.757397234,0.5638338701623549
2130,7.15384615376923,32.1,0.872917712,0.6274974887007849
2150,6.2499999999,32.1,0.538793087,0.4309983994242534
2170,5.41156462573469,32.1,0.426446974,0.35518671888097364
2185,5.222222222,32.1,0.430385202,0.35794378002565724
2195,8.20833333325,32.1,1.516990304,0.9230638639407531
2198,5.5666666669,32.1,0.488042951,0.39746180091367117
2220,12.1515151524545,32.1,0.356930405,0.30522509361272987
2240,5.888888889,32.1,0.57496047,0.4542301735499275
4001,4.1545454546,33.2,0.194782615,0.17796425670156366
4003,6.16013071902941,33.2,0.502157688,0.4069025331842294
4005,8.21088435360204,33.2,0.933457792,0.6593100019846853
4007,5.45555555544444,33.2,0.515625298,0.41582809176224833
4009,5.70114942531035,33.2,0.510060966,0.4121500248462283
4012,4.65909090945455,33.2,0.884543777,0.6336857634897319
4013,11.3237524948966,33.2,0.739012897,0.55331765167587
4015,7.39689265520339,33.2,0.603114069,0.4719480307962459
4017,5.32051282046154,33.2,0.651134551,0.5014626582860034
4019,10.7129629630413,33.2,0.677550852,0.5173349035622081
4021,5.94807370182412,33.2,0.307802379,0.26834815522887107
4023,5.72727272748485,33.2,0.320458055,0.27797868776739765
4025,7.12865497075439,33.2,0.582784534,0.4591856591900104
4027,10.0129107979648,33.2,0.619766414,0.4822819499591866
5001,6.16666666647619,37.4,0.690329611,0.5249235460125902
5003,5.15873015866667,37.4,0.775634706,0.5741579398556557
5005,6.03333333346667,37.4,0.6628474,0.5085314341242846
5007,6.62198067631159,37.4,0.696046054,0.5282996914821672
5009,6.4347826083913,37.4,0.637873769,0.49339891835872307
5011,5.24999999991667,37.4,0.469968975,0.3852412951257451
5015,5.10185185183333,37.4,0.495119542,0.4022061648499365
5017,5.93055555575,37.4,0.604594946,0.4728713546378303
5019,6.31578947384211,37.4,0.814369082,0.5957377940621922
5021,5.16666666657895,37.4,0.347826093,0.29849299303986754
5023,5.74242424227273,37.4,0.92239821,0.6535734743119317
5027,5.863636364,37.4,0.900090039,0.6419012739969425
5029,4.65476190478571,37.4,0.285211772,0.25092350788148243
5031,6.93611111136667,37.4,0.810726523,0.5937281586633965
5033,5.96078431397059,37.4,0.504660249,0.40856712454312727
5035,8.86111111147619,37.4,0.77704972,0.5749545285222254
5037,5.87254901941176,37.4,0.929252863,0.6571328103508459
5039,5.40740740733333,37.4,0.441046745,0.365369755769522
5041,6.08333333371429,37.4,0.900090039,0.6419012739969425
5043,5.08333333344444,37.4,0.778772891,0.575923739488802
5045,6.625,37.4,0.756387949,0.5632593984885372
5047,5.32051282069231,37.4,0.335251719,0.28911982763627736
5049,4.04166666658333,37.4,0.242306754,0.21696993691272592
5051,7.32380952382857,37.4,0.861818433,0.6215536622850368
5053,4.35897435892308,37.4,0.271017402,0.2398176836950201
